date,channel,spend,cpm,impressions,clicks,conversions,est_reach,dow,is_weekend,reach_pct,reach_people
2024-02-27,Display,12702.042410683553,8.0,1587755.301335444,30218.71605633552,18.962124097030834,149192.42510136176,1,0,0.11744971804850463,117449.71804850463
2024-02-28,Display,19456.47477543032,8.0,2432059.3469287897,60323.161327488735,17.388032986051826,217680.8698679061,2,0,0.17271198265022694,172711.98265022694
2024-02-29,Display,20183.096216390728,8.0,2522887.027048841,53193.67421980914,19.44457561620849,224643.6986620246,3,0,0.17838369776081964,178383.69776081963
2024-03-01,Display,23112.205212395475,8.0,2889025.6515494343,56002.154599453024,22.50221734946436,251954.74542585615,4,0,0.2007318489229154,200731.8489229154
2024-03-02,Display,19481.42485846816,8.0,2435178.10730852,42110.80132520212,18.066142059769344,217921.2136251293,5,1,0.1729075882478111,172907.5882478111
2024-03-03,Display,12884.705134737267,8.0,1610588.1418421585,28649.43020538673,22.683544659293556,151137.33014085796,6,1,0.11900639637537083,119006.39637537084
2024-03-04,Display,14691.933081027866,8.0,1836491.6351284832,40833.6415999207,20.23796165723425,170095.35455645804,0,0,0.13421781722597165,134217.81722597164
2024-03-05,Display,9634.59336705732,8.0,1204324.170882165,24395.04190419086,12.88658050309363,115722.8426810409,1,0,0.09077039994185121,90770.39994185121
2024-03-06,Display,14986.49047841037,8.0,1873311.309801296,33126.27084974821,26.156310765713293,173136.8780860767,2,0,0.13666469813095744,136664.69813095743
2024-03-07,Display,17147.185430085596,8.0,2143398.1787606995,48866.71536364863,24.068625205903423,195041.51655561168,3,0,0.15434073582503027,154340.73582503028
2024-03-08,Display,21509.864261869683,8.0,2688733.0327337105,54838.91917673467,17.654111589453755,237163.26283453385,4,0,0.18860793901547118,188607.93901547117
2024-03-09,Display,11164.52788050598,8.0,1395565.9850632474,27736.80677568824,9.19584329689231,132608.7734915906,5,1,0.10420496351072739,104204.9635107274
2024-03-10,Display,14352.647625221927,8.0,1794080.9531527408,39833.38066865024,22.20354254347427,166575.28566144285,6,1,0.13138819351181316,131388.19351181315
2024-03-11,Display,13610.196254677105,8.0,1701274.5318346375,36651.23336204407,3.847462707941277,158809.61171704432,0,0,0.12515416345454478,125154.16345454477
2024-03-12,Display,18736.000572926776,8.0,2342000.071615847,44527.24552606776,12.218646447900076,210701.6095223156,1,0,0.1670371570461483,167037.1570461483
2024-03-13,Display,14263.688065931332,8.0,1782961.0082414164,35403.89565747582,18.16864247012845,165649.3666739147,2,0,0.13064428733316122,130644.28733316122
2024-03-14,Display,19155.685562765688,8.0,2394460.695345711,42909.18616819597,23.207769312984528,214776.28229918136,3,0,0.17034902487193798,170349.024871938
2024-03-15,Display,18939.953985028544,8.0,2367494.248128568,52584.53753744134,26.00610715313686,212684.9734547444,4,0,0.16864878845688738,168648.78845688739
2024-03-16,Display,14084.412617660068,8.0,1760551.5772075085,39377.795551812174,24.77872380592716,163779.65353247317,5,1,0.12914261731503693,129142.61731503693
2024-03-17,Display,11823.89494380627,8.0,1477986.8679757838,27161.791764749505,7.079595872823196,139767.5802770688,6,1,0.1099161990490316,109916.19904903161
2024-03-18,Display,18834.63912003615,8.0,2354329.890004519,58574.561829000384,26.956537640575323,211661.58691453096,0,0,0.16781710780481812,167817.1078048181
2024-03-19,Display,10861.54006044086,8.0,1357692.5075551074,27642.332033450275,23.84713786234951,129295.38960182364,1,0,0.10156474919531373,101564.74919531374
2024-03-20,Display,9026.27349925624,8.0,1128284.18740703,23559.645111726542,15.88171240639676,108900.38451297038,2,0,0.0853568630567942,85356.8630567942
2024-03-21,Display,21560.912786951023,8.0,2695114.098368878,47197.575283086,17.46277080849007,237640.003736322,3,0,0.18899794785563337,188997.94785563336
2024-03-22,Display,14305.171279208596,8.0,1788146.4099010744,35298.651361703145,18.59036615303799,166081.2907091737,4,0,0.13099128518156142,130991.28518156141
2024-03-23,Display,21106.487336732014,8.0,2638310.9170915023,51781.01871830682,20.388845683589725,233383.2691315015,5,1,0.18551738583162322,185517.38583162322
2024-03-24,Display,19603.758721774844,8.0,2450469.840221856,43942.63951957785,29.26559878031891,219098.35294208417,6,1,0.17386578840130032,173865.78840130032
2024-03-25,Display,19635.34940703914,8.0,2454418.6758798924,54445.43739992447,23.350112559443385,219401.978831542,0,0,0.1741129897003706,174112.98970037058
2024-03-26,Display,12052.539523095187,8.0,1506567.4403868986,26120.164360937502,8.247042364203509,142233.5077817108,1,0,0.11188568226478823,111885.68226478824
2024-03-27,Display,16206.366773235051,8.0,2025795.8466543811,37809.08720072857,24.06231354839676,185590.9083783622,2,0,0.1467028084288895,146702.8084288895
2024-03-28,Display,15038.822324412677,8.0,1879852.790551585,32664.93780677144,13.334042021589845,173675.83874916338,3,0,0.13709847574890874,137098.47574890874
2024-03-29,Display,17249.732737485767,8.0,2156216.592185721,49725.59253011758,25.57602939850736,196063.57581355315,4,0,0.1551678383426663,155167.83834266628
2024-03-30,Display,18560.828007904965,8.0,2320103.5009881207,40302.072790727696,7.770246318599527,208993.27714010017,5,1,0.16564966697725866,165649.66697725866
2024-03-31,Display,15687.599699171831,8.0,1960949.9623964792,39942.134662641605,22.371539193422144,180322.518490774,6,1,0.14245267974730666,142452.67974730665
2024-04-01,Display,20516.888728101032,8.0,2564611.091012629,51222.92525562578,17.660212685396107,227816.9057221113,0,0,0.18097193026258102,180971.930262581
2024-04-02,Display,12174.682986201811,8.0,1521835.373275227,32473.44544562038,14.442793905621892,143547.36110064806,1,0,0.11293548896421104,112935.48896421105
2024-04-03,Display,18735.178821771813,8.0,2341897.3527214765,44159.13970999231,13.292247625877676,210693.6060474548,2,0,0.1670306552884151,167030.6552884151
2024-04-04,Display,16904.384086086087,8.0,2113048.010760761,45426.56815595327,25.10760009502733,192615.308886558,3,0,0.1523781724112058,152378.1724112058
2024-04-05,Display,14373.293573300956,8.0,1796661.6966626197,37687.60778142322,17.522947773711284,166789.998572324,4,0,0.13156072280618503,131560.72280618502
2024-04-06,Display,15079.768412760232,8.0,1884971.051595029,40433.797234754114,28.131511139602523,174097.2436704171,5,1,0.13743767923962455,137437.67923962456
2024-04-07,Display,12823.03706323229,8.0,1602879.6329040362,35315.78843830757,27.009710745443304,150481.31386601506,6,1,0.1184812494683591,118481.24946835909
2024-04-08,Display,13359.531373787211,8.0,1669941.4217234014,36527.72748866087,16.48229937314937,156168.1919176974,0,0,0.12303634540544346,123036.34540544346
2024-04-09,Display,20782.91232212953,8.0,2597864.040266192,63628.00183561826,31.400713552469327,230334.5135906285,1,0,0.18302696247379924,183026.96247379924
2024-04-10,Display,20540.737803957232,8.0,2567592.225494654,46398.84152959357,20.045160454544003,228043.0200136297,2,0,0.18115644335070158,181156.4433507016
2024-04-11,Display,13604.22458973355,8.0,1700528.0737166938,38467.72579359618,27.87241038484141,158746.79979299117,3,0,0.12510378715907342,125103.78715907341
2024-04-12,Display,4229.016700193815,8.0,528627.0875242269,10754.320532288564,22.003382245122577,52859.99718409283,4,0,0.041191819443398364,41191.819443398366
2024-04-13,Display,14150.704155369274,8.0,1768838.0194211593,38158.10631317505,23.803906615502108,164471.61220320128,5,1,0.1296982891496355,129698.28914963549
2024-04-14,Display,13016.052459951394,8.0,1627006.5574939242,36543.71585903877,12.474542638897272,152532.56347273744,6,1,0.12012356262347366,120123.56262347367
2024-04-15,Display,16608.061876239648,8.0,2076007.734529956,45285.898691520815,20.51727814944291,189642.29290394555,0,0,0.14997491515456263,149974.91515456262
2024-04-16,Display,12269.988970390748,8.0,1533748.6212988433,30716.21685915098,24.748242206360853,144570.86269076308,1,0,0.11375351859078942,113753.51859078942
2024-04-17,Display,14323.200324035151,8.0,1790400.040504394,48186.71826065047,20.239829587245385,166268.92570916837,2,0,0.13114203804522032,131142.0380452203
2024-04-18,Display,18197.901281708324,8.0,2274737.6602135403,48654.03385742417,15.980898769132176,205439.5968950956,3,0,0.16276534582097366,162765.34582097366
2024-04-19,Display,11016.0242694492,8.0,1377003.03368115,29294.013438387745,16.362663932432802,130986.66413729497,4,0,0.1029121630289084,102912.1630289084
2024-04-20,Display,19274.54460423392,8.0,2409318.07552924,56736.19540465507,20.61485067735934,215925.61751739343,5,1,0.17128382665674488,171283.82665674487
2024-04-21,Display,21057.658835510407,8.0,2632207.354438801,53005.59013586289,27.90430415380896,232924.14967903495,6,1,0.18514221803680586,185142.21803680586
2024-04-22,Display,14029.10634860971,8.0,1753638.2935762138,37873.07257137128,16.25130001911071,163201.8336406434,0,0,0.12867867422874266,128678.67422874266
2024-04-23,Display,16536.81996348192,8.0,2067102.49543524,41151.534135073016,22.971326206948675,188925.54652500045,1,0,0.1493957944526075,149395.79445260752
2024-04-24,Display,13366.926110363089,8.0,1670865.7637953858,35834.616640635606,17.05186090397527,156246.25735028487,2,0,0.12309891711223049,123098.9171122305
2024-04-25,Display,17999.782132282686,8.0,2249972.766535336,38480.668540782106,14.873913652874927,203491.48939365285,3,0,0.16118528528107126,161185.28528107126
2024-04-26,Display,18753.922847126774,8.0,2344240.3558908477,34894.96974567711,23.797201682741616,210876.1396183191,4,0,0.16717894283390466,167178.94283390467
2024-04-27,Display,14077.265669512692,8.0,1759658.2086890866,33527.423295501496,30.05969075474393,163705.01177085837,5,1,0.12908268235127213,129082.68235127213
2024-04-28,Display,12403.42132547304,8.0,1550427.66568413,27724.336067737426,18.05548620606111,146001.35158224712,6,1,0.11489715813719403,114897.15813719403
2024-04-29,Display,15799.487355891337,8.0,1974935.919486417,37259.106620572406,17.733784702249874,181462.2745994053,0,0,0.1433716798033026,143371.6798033026
2024-04-30,Display,18356.393677785432,8.0,2294549.209723179,44547.65287540076,21.002615808674783,206993.89128419256,1,0,0.1640265566714475,164026.5566714475
2024-05-01,Display,15632.45501987523,8.0,1954056.877484404,42032.54063758464,14.001594317082256,179760.0769542625,2,0,0.141999270544632,141999.270544632
2024-05-02,Display,14219.561785227976,8.0,1777445.2231534969,36144.72672241352,9.477981159525807,165189.6278771847,3,0,0.1302749832665869,130274.9832665869
2024-05-03,Display,18752.18369266117,8.0,2344022.9615826462,45048.65772133387,27.569617188255123,210859.20549752947,4,0,0.16716518551477322,167165.1855147732
2024-05-04,Display,13459.446420170309,8.0,1682430.8025212884,31442.43335188612,18.05140428433225,157222.25266269158,5,1,0.12388130333240044,123881.30333240044
2024-05-05,Display,14900.978411404025,8.0,1862622.3014255029,40233.89828592184,15.691166760081558,172255.28652699516,6,1,0.1359552793895957,135955.2793895957
2024-05-06,Display,13891.948807390649,8.0,1736493.600923831,38264.89731798218,17.082191295246574,161766.79109666537,0,0,0.1275267272419267,127526.72724192671
2024-05-07,Display,8246.03349692723,8.0,1030754.1871159036,20081.247874480898,12.08871964069753,100058.17310341442,1,0,0.07835284896555034,78352.84896555034
2024-05-08,Display,22343.802953327227,8.0,2792975.3691659034,50461.04303592216,24.290116429947982,244905.8503523112,2,0,0.1949481294806316,194948.1294806316
2024-05-09,Display,17330.894586960192,8.0,2166361.823370024,42977.59153507504,21.982066657124918,196871.3786148166,3,0,0.15582170374131046,155821.70374131046
2024-05-10,Display,15837.14592798435,8.0,1979643.240998044,40556.78945773947,20.960917280995297,181845.45779097485,4,0,0.14368070312567022,143680.7031256702
2024-05-11,Display,14929.842163327883,8.0,1866230.2704159855,37689.72407878706,25.371665885046312,172552.9854689813,5,1,0.13619482145000647,136194.82145000648
2024-05-12,Display,16619.70954252728,8.0,2077463.6928159096,47145.58812841507,24.19837383288678,189759.40421608053,6,1,0.15006954920606974,150069.54920606973
2024-05-13,Display,7898.944998923303,8.0,987368.124865413,20773.61815248999,15.833751985017882,96091.34976407346,0,0,0.07521510434655916,75215.10434655916
2024-05-14,Display,10352.781019299477,8.0,1294097.627412435,26818.18199443858,18.53163415208709,123697.7693143708,1,0,0.09710890516305214,97108.90516305214
2024-05-15,Display,18975.7871531208,8.0,2371973.3941401,62347.082708973605,22.64767743322709,213032.81018800184,2,0,0.16893151655924382,168931.5165592438
2024-05-16,Display,15581.965064471173,8.0,1947745.6330588963,43434.148017226034,15.098222318678292,179244.70256899396,3,0,0.14158385912669555,141583.85912669555
2024-05-17,Display,15995.108810248606,8.0,1999388.601281076,38787.173490697656,7.400051614667854,183450.4043168682,4,0,0.14497535063870978,144975.3506387098
2024-05-18,Display,13311.790256807206,8.0,1663973.7821009008,34965.26303407611,22.06711862622865,155663.98565370947,5,1,0.12263223732605183,122632.23732605184
2024-05-19,Display,18896.669202826008,8.0,2362083.650353251,49256.06758406072,24.63009236179605,212264.5536370552,6,1,0.16830709728148552,168307.0972814855
2024-05-20,Display,17261.952866558786,8.0,2157744.1083198483,42030.96753981744,19.25722594102063,196185.2654922332,0,0,0.1552663299731706,155266.32997317062
2024-05-21,Display,15084.247098045174,8.0,1885530.8872556468,40967.05285824825,13.333441789539432,174143.32126137218,1,0,0.1374747708028102,137474.7708028102
2024-05-22,Display,9496.780253428353,8.0,1187097.531678544,24857.11875975325,16.963327508241935,114182.68403727248,2,0,0.08954758274944866,89547.58274944866
2024-05-23,Display,10274.382130602824,8.0,1284297.766325353,24825.855332338117,15.229759456944176,122831.3808355538,3,0,0.09641974402516063,96419.74402516063
2024-05-24,Display,16748.843904173755,8.0,2093605.4880217195,47386.47631588251,19.50072668907791,191056.4140188404,4,0,0.15111780736350858,151117.8073635086
2024-05-25,Display,6705.51783251435,8.0,838189.7290642937,20312.7325522713,8.429768712284421,82293.17482901293,5,1,0.06432182949654752,64321.82949654752
2024-05-26,Display,16829.521068266527,8.0,2103690.133533316,52178.44959661875,19.553489445058787,191865.4514605821,6,1,0.15177185220671127,151771.85220671128
2024-05-27,Display,13237.34194590187,8.0,1654667.7432377336,34992.432178980176,16.2903727921596,154876.9969119584,0,0,0.12200158285440416,122001.58285440416
2024-05-28,Display,18778.176336888457,8.0,2347272.042111057,45043.35842213202,24.56954874698778,211112.24945058685,1,0,0.16737076524305455,167370.76524305454
2024-05-29,Display,21064.54715613234,8.0,2633068.3945165426,54807.24814803816,16.899042821796908,232988.93882448363,2,0,0.18519515747686235,185195.15747686237
2024-05-30,Display,15746.055550486855,8.0,1968256.943810857,42316.89723788717,21.51929036338606,180918.22417100592,3,0,0.14293297285611192,142932.9728561119
2024-05-31,Display,10922.82772926449,8.0,1365353.4661580613,25072.259089924348,20.820132388962428,129966.8286550776,4,0,0.10209961264514283,102099.61264514283
2024-06-01,Display,20333.886981369404,8.0,2541735.8726711757,63911.244660448814,27.10207179916549,226079.1625804603,5,1,0.1795542691899689,179554.26918996888
2024-06-02,Display,22483.753086689867,8.0,2810469.1358362334,78922.03599940673,25.977218182179502,246195.73360772128,6,1,0.19600566781911566,196005.66781911565
2024-06-03,Display,10874.421626356145,8.0,1359302.703294518,29799.92871203989,21.632499857274272,129436.56525620988,0,0,0.1016772018880384,101677.2018880384
2024-06-04,Display,18338.9368631992,8.0,2292367.1078999,50908.72949026352,23.361784271573438,206822.8777965861,1,0,0.16388776564816654,163887.76564816653
2024-06-05,Display,13529.952600303264,8.0,1691244.075037908,39280.60894761157,22.045071131717595,157965.11238864626,2,0,0.12447692265880646,124476.92265880646
2024-06-06,Display,12640.262273652042,8.0,1580032.7842065054,38269.70260213609,15.888623041652073,148533.41295386382,3,0,0.11692241384454985,116922.41384454985
2024-06-07,Display,15976.051899685825,8.0,1997006.487460728,37895.40729789466,15.181369498141924,183256.9824959744,4,0,0.14481929772566646,144819.29772566646
2024-06-08,Display,14687.107613286147,8.0,1835888.4516607684,33624.039856539464,15.422719977298495,170045.41605998352,5,1,0.13417765713421384,134177.65713421383
2024-06-09,Display,10694.012667177682,8.0,1336751.58339721,30977.64286811435,25.867813259675504,127456.88499077562,6,1,0.10010062876698225,100100.62876698225
2024-06-10,Display,9258.346865416042,8.0,1157293.3581770053,25552.962110172903,19.765646301989687,111510.49209510052,0,0,0.08742697946696493,87426.97946696493
2024-06-11,Display,8975.335872229953,8.0,1121916.984028744,27682.32124853753,23.65815057743704,108326.27673214133,1,0,0.08490169034372874,84901.69034372874
2024-06-12,Display,17557.695246422325,8.0,2194711.9058027905,52943.51139420649,17.671204106299793,199123.5156759881,2,0,0.15764536824794861,157645.36824794862
2024-06-13,Display,14215.073176577394,8.0,1776884.1470721744,41318.338223302606,31.07144508758537,165142.8453245858,3,0,0.1302374055436035,130237.4055436035
2024-06-14,Display,12939.160740342824,8.0,1617395.092542853,36884.91272642178,16.765558920634252,151716.11691197072,4,0,0.1194697876321425,119469.7876321425
2024-06-15,Display,16275.192354633338,8.0,2034399.0443291676,46063.37794612518,25.527425945544927,186286.7980714266,5,1,0.14726461121716278,147264.61121716278
2024-06-16,Display,14529.546524989124,8.0,1816193.3156236403,40178.40597008991,20.394358635879964,168412.83766187777,6,1,0.1328650187670318,132865.0187670318
2024-06-17,Display,10759.168367527816,8.0,1344896.045940977,29580.48737016305,13.049076746442056,128172.47564316604,0,0,0.10067042712175898,100670.42712175898
2024-06-18,Display,24100.18682379571,8.0,3012523.352974464,66002.0237405413,15.899225593067984,260899.36627124227,1,0,0.20808716115093573,208087.16115093572
2024-06-19,Display,18466.01302326686,8.0,2308251.6279083574,43558.59752301672,21.332905500582115,208066.74053821585,2,0,0.1648973973115771,164897.3973115771
2024-06-20,Display,24827.974091362405,8.0,3103496.7614203007,57926.36125690412,30.332372514315036,267404.06359973457,3,0,0.213447574273956,213447.574273956
2024-06-21,Display,14761.782845192418,8.0,1845222.855649052,43544.713138629,17.192799460625224,170817.8211611552,4,0,0.1347988726285619,134798.87262856192
2024-06-22,Display,12658.70478857541,8.0,1582338.098571926,33268.2576907606,16.109480136091037,148730.20422989962,5,1,0.11707986655215921,117079.8665521592
2024-06-23,Display,20459.333708050373,8.0,2557416.7135062967,58639.14338830992,26.197182777405946,227270.8904016016,6,1,0.18052641786050616,180526.41786050616
2024-06-24,Display,21374.840154661422,8.0,2671855.019332678,62121.27210041996,22.86512894546288,235900.5148900048,0,0,0.18757515935733846,187575.15935733845
2024-06-25,Display,18383.539401699927,8.0,2297942.425212491,43876.25090943458,28.471046504481453,207259.73201035248,1,0,0.1642423195567484,164242.3195567484
2024-06-26,Display,16737.023595371713,8.0,2092127.949421464,37928.20978507766,24.502862960223272,190937.79670709005,2,0,0.15102192543155635,151021.92543155636
2024-06-27,Display,14012.069189691563,8.0,1751508.6487114455,39279.682957209145,17.65619208592756,163023.73896849636,3,0,0.12853569140274718,128535.69140274718
2024-06-28,Display,16251.974874632006,8.0,2031496.8593290008,48767.850001768624,25.4837914472155,186052.1283686188,4,0,0.14707514784016365,147075.14784016364
2024-06-29,Display,20862.800095620405,8.0,2607850.0119525506,51288.39267621653,30.054596542149177,231088.60028938597,5,1,0.18364276248295203,183642.76248295204
2024-06-30,Display,22359.70196449048,8.0,2794962.74556131,59890.22729584149,27.95957466910209,245052.5236931834,6,1,0.19506836411320905,195068.36411320904
2024-07-01,Display,18202.40991207084,8.0,2275301.2390088546,50237.54751941814,23.323437470538085,205483.8629618467,0,0,0.16280125800287043,162801.25800287043
2024-07-02,Display,14722.696628968528,8.0,1840337.078621066,37252.99002328591,20.623715270728244,170413.6398334461,1,0,0.13447379078244756,134473.79078244756
